Neighbourhood;City;Zipcode;Country;Latitude;Longitude;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Amenities;Square Feet;Price;Weekly Price;Monthly Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Has Availability;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Calculated host listings count;Reviews per Month;Geolocation
;Madrid;28012;Spain;40.40742346001041;-3.703908548246854;Apartment;Entire home/apt;4;1.0;3.0;3.0;Real Bed;Wireless Internet,Kitchen,Smoking allowed,Breakfast,Family/kid friendly,Washer,Essentials,Lock on bedroom door,Iron,Laptop friendly workspace;;75.0;;;;;1;0;4;4;;0;0;18;18;0;;;;;;;;flexible;1.0;;40.40742346,-3.70390854825
;Madrid;28043;Spain;40.46081235068201;-3.6494675670621386;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Heating,Family/kid friendly,Essentials;;20.0;130.0;;;;1;8;1;1125;;11;19;47;138;27;96.0;10.0;10.0;10.0;10.0;9.0;9.0;flexible;1.0;1.15;40.4608123507,-3.64946756706
Embajadores;Madrid;28012;Spain;40.4122876151924;-3.7014919759600216;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Washer,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;30.0;;;;10.0;1;0;3;10;;0;4;10;10;3;67.0;6.0;7.0;9.0;6.0;9.0;6.0;strict;2.0;0.72;40.4122876152,-3.70149197596
;Madrid;28004;Spain;40.42319445582081;-3.6974427599706665;House;Entire home/apt;3;1.0;2.0;2.0;Real Bed;TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,First aid kit,Essentials,Shampoo,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;80.0;;;;15.0;3;10;1;1125;;13;43;69;159;4;95.0;10.0;10.0;9.0;8.0;10.0;10.0;flexible;3.0;1.33;40.4231944558,-3.69744275997
Bellas Vistas;Madrid;28003;Spain;40.4480880192507;-3.707107767839081;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Kitchen,Smoking allowed,Doorman,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;58.0;;;101.0;6.0;1;0;7;1125;;0;0;0;0;0;;;;;;;;flexible;1.0;;40.4480880193,-3.70710776784
;Madrid;28012;Spain;40.415256652900666;-3.7003584899906934;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;59.0;;;100.0;19.0;2;19;1;1125;;0;8;20;295;15;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;4.02;40.4152566529,-3.70035848999
Acacias;Madrid;28005;Spain;40.40248156343107;-3.7026306705335297;Apartment;Private room;6;1.0;3.0;6.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private living room,Private entrance;;23.0;150.0;550.0;88.0;20.0;1;22;5;1222;;30;60;90;365;1;80.0;6.0;10.0;10.0;10.0;10.0;10.0;strict;25.0;0.04;40.4024815634,-3.70263067053
Argüelles;Madrid;28008;Spain;40.427675120735096;-3.717016039705496;Apartment;Private room;4;1.0;2.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Elevator in building,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private living room,Private entrance;484.0;23.0;140.0;600.0;88.0;20.0;1;22;5;1500;;17;47;77;352;5;87.0;7.0;8.0;10.0;10.0;9.0;8.0;strict;25.0;0.18;40.4276751207,-3.71701603971
Cortes;Madrid;28014;Spain;40.41623012678895;-3.698466501048368;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;65.0;;;150.0;24.0;2;12;2;1125;;13;43;73;163;0;;;;;;;;flexible;1.0;;40.4162301268,-3.69846650105
Centro;Madrid;28012;Spain;40.4074148300904;-3.6966911767537423;House;Private room;1;2.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Washer,First aid kit,Essentials;;20.0;140.0;500.0;;;1;0;1;1125;;0;0;0;0;0;;;;;;;;flexible;1.0;;40.4074148301,-3.69669117675
Almagro;Madrid;28010;Spain;40.43795916615502;-3.692506821031101;Condominium;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Pool,Kitchen,Free parking on premises,Elevator in building,Washer,First aid kit,Lock on bedroom door,Iron,Laptop friendly workspace;;89.0;;;400.0;50.0;1;0;4;1125;;0;0;0;0;0;;;;;;;;flexible;1.0;;40.4379591662,-3.69250682103
Legazpi;Madrid;28045;Spain;40.39050309617654;-3.687664441347713;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;63.0;345.0;1150.0;200.0;35.0;2;15;3;365;;9;12;20;286;47;95.0;10.0;9.0;10.0;10.0;9.0;10.0;strict;1.0;0.87;40.3905030962,-3.68766444135
Sol;Madrid;28012;Spain;40.41681799350454;-3.704284059841154;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Breakfast,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;150.0;;;;;1;0;1;10;;6;22;36;305;4;90.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;9.0;2.79;40.4168179935,-3.70428405984
Aluche;Madrid;28011;Spain;40.41049488290952;-3.7258425090280487;Loft;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;60.0;360.0;999.0;195.0;35.0;2;22;2;60;;5;18;31;290;75;94.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;1.0;2.3;40.4104948829,-3.72584250903
Embajadores;Madrid;28012;Spain;40.40788015549934;-3.7004452574127886;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;95.0;;;;;1;0;3;1125;;6;15;40;240;9;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;13.0;3.75;40.4078801555,-3.70044525741
Pacifico;Madrid;28007;Spain;40.40298392689623;-3.676512530171832;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace;;49.0;;;;15.0;1;10;3;1125;;15;28;28;288;0;;;;;;;;strict;3.0;;40.4029839269,-3.67651253017
Arapiles;Madrid;28015;Spain;40.43585923696648;-3.7070002547015104;Condominium;Private room;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;35.0;;;;;1;0;1;1125;;29;59;89;89;2;80.0;8.0;7.0;8.0;8.0;8.0;8.0;moderate;1.0;1.22;40.435859237,-3.7070002547
Guindalera;Madrid;28028;Spain;40.43051980877407;-3.670684480755828;Apartment;Private room;1;1.5;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Washer,Dryer,Essentials,Laptop friendly workspace;;20.0;;;;;1;0;2;1125;;0;0;0;253;7;90.0;9.0;9.0;9.0;8.0;9.0;9.0;flexible;4.0;0.88;40.4305198088,-3.67068448076
Embajadores;Madrid;28012;Spain;40.40747195322558;-3.701308988651116;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Lock on bedroom door;;30.0;200.0;600.0;;;1;0;2;1125;;10;33;63;338;76;86.0;9.0;9.0;9.0;9.0;9.0;9.0;moderate;8.0;2.99;40.4074719532,-3.70130898865
;Madrid;28047;Spain;40.39870400897062;-3.743679395612772;Other;Private room;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Free parking on premises,Smoking allowed,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,translation missing: en.hosting_amenity_49;;26.0;;;;;1;0;1;1125;;0;0;0;0;1;100.0;10.0;10.0;10.0;10.0;8.0;10.0;flexible;1.0;0.15;40.398704009,-3.74367939561
Rios Rosas;Madrid;28003;Spain;40.44410701089731;-3.699708476149676;Apartment;Entire home/apt;7;2.0;3.0;4.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;160.0;;;300.0;120.0;1;0;4;90;;0;0;9;65;0;;;;;;;;flexible;1.0;;40.4441070109,-3.69970847615
;Madrid;28034;Spain;40.495640138317086;-3.68773337713019;House;Private room;1;2.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;16.0;;;;;1;0;2;1125;;0;0;0;98;14;93.0;10.0;10.0;9.0;9.0;9.0;9.0;strict;2.0;1.2;40.4956401383,-3.68773337713
Palacio;Madrid;28005;Spain;40.42094185959985;-3.711018423766072;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;78.0;;;250.0;15.0;2;15;2;1125;;8;21;45;318;66;93.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;12.0;1.63;40.4209418596,-3.71101842377
Embajadores;Madrid;28012;Spain;40.409620839336895;-3.7013237276410966;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Cat(s),Other pet(s),Buzzer/wireless intercom,Heating,First aid kit,Fire extinguisher,Essentials,Shampoo;;20.0;;;;;1;10;1;1125;;0;0;0;0;0;;;;;;;;flexible;1.0;;40.4096208393,-3.70132372764
;Madrid;28005;Spain;40.40755685509843;-3.709094801530079;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;50.0;;;;12.0;2;20;2;1125;;0;0;0;0;12;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;0.95;40.4075568551,-3.70909480153
La Latina;Madrid;28005;Spain;40.41145030259764;-3.7076427022160288;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Essentials;;95.0;598.0;1995.0;200.0;40.0;2;20;2;1125;;8;22;41;294;17;88.0;10.0;10.0;8.0;8.0;10.0;9.0;strict;40.0;0.5;40.4114503026,-3.70764270222
;Madrid;28002;Spain;40.44603424297157;-3.674624264042877;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;65.0;;;120.0;;2;15;3;1125;;9;25;44;216;24;93.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;1.0;1.93;40.446034243,-3.67462426404
;Madrid;28015;Spain;40.425826436727334;-3.711995238288102;Apartment;Shared room;8;2.5;1.0;6.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Hot tub,Heating,Suitable for events,Washer,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;328.0;;;;;1;0;1;1127;;30;60;90;365;0;;;;;;;;flexible;1.0;;40.4258264367,-3.71199523829
Hortaleza;Madrid;28055;Spain;40.48300401982229;-3.63590845106801;Chalet;Private room;12;6.0;6.0;12.0;Real Bed;TV,Cable TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,First aid kit,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Private living room,Private entrance;;180.0;;;100.0;20.0;1;8;3;1125;;0;23;49;140;0;;;;;;;;strict;2.0;;40.4830040198,-3.63590845107
Sol;Madrid;28013;Spain;40.420184570640146;-3.702561401698107;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;38.0;;;200.0;;1;0;3;1125;;1;3;18;18;18;94.0;10.0;9.0;10.0;9.0;9.0;9.0;strict;1.0;1.89;40.4201845706,-3.7025614017
;Madrid;28010;Spain;40.43453264595555;-3.7021231256718936;Apartment;Private room;1;1.5;1.0;1.0;Real Bed;TV,Cable TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Buzzer/wireless intercom,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49;;21.0;;;;;1;0;1;1125;;15;31;40;130;2;90.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.0;2.0;40.434532646,-3.70212312567
;Madrid;28045;Spain;40.39904136808958;-3.6997373065298857;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;21.0;;;;8.0;1;5;2;1125;;8;25;31;121;0;;;;;;;;moderate;1.0;;40.3990413681,-3.69973730653
Embajadores;Madrid;28012;Spain;40.40893453438679;-3.6964765613923105;Condominium;Entire home/apt;6;2.0;3.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;190.0;;;;40.0;1;0;2;1125;;6;7;25;95;2;90.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;0.62;40.4089345344,-3.69647656139
Moncloa;Madrid;28023;Spain;40.47175038794084;-3.822403146144699;House;Private room;2;1.0;1.0;1.0;Real Bed;Wireless Internet,Free parking on premises,Buzzer/wireless intercom,Heating;;40.0;225.0;750.0;;;1;0;1;1125;;30;60;90;365;0;;;;;;;;flexible;1.0;;40.4717503879,-3.82240314614
Argüelles;Madrid;28008;Spain;40.42419196824494;-3.712536535156478;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;50.0;;;150.0;30.0;2;15;2;1125;;15;38;64;335;56;90.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;1.0;3.44;40.4241919682,-3.71253653516
Ciudad Lineal;Madrid;28017;Spain;40.43199124853233;-3.6504271565693194;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Heating,Washer,First aid kit,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;16.0;;;;;1;8;1;30;;7;37;67;342;7;94.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;1.0;0.77;40.4319912485,-3.65042715657
;Madrid;28012;Spain;40.41498475077538;-3.706515730935646;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Hair dryer;;145.0;;;;30.0;4;15;1;1125;;5;25;36;278;11;89.0;9.0;10.0;9.0;8.0;10.0;9.0;strict;3.0;0.39;40.4149847508,-3.70651573094
Trafalgar;Madrid;28010;Spain;40.42897400540068;-3.697105718038688;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Washer;538.0;30.0;216.0;750.0;80.0;30.0;1;0;3;60;;0;0;0;0;7;99.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;0.12;40.4289740054,-3.69710571804
Trafalgar;Madrid;28010;Spain;40.430156238319114;-3.705258642122194;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;;48.0;;;100.0;15.0;2;10;2;1125;;0;0;3;278;3;93.0;10.0;9.0;10.0;10.0;10.0;9.0;moderate;1.0;3.0;40.4301562383,-3.70525864212
Malasaña;Madrid;28004;Spain;40.42536326608491;-3.701764663153608;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron;;60.0;;;200.0;20.0;1;0;2;1125;;7;20;45;320;29;99.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;4.63;40.4253632661,-3.70176466315
;Madrid;28015;Spain;40.42687630084301;-3.711920169733285;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;95.0;;;;40.0;2;20;2;1125;;10;20;33;211;8;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;1.12;40.4268763008,-3.71192016973
Embajadores;Madrid;28012;Spain;40.411224736759685;-3.6997999078642345;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;115.0;;;150.0;50.0;1;0;2;1125;;8;19;38;296;15;96.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;15.0;0.7;40.4112247368,-3.69979990786
Jerónimos;Madrid;28014;Spain;40.41320944133764;-3.689551878750387;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Smoke detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;130.0;890.0;3300.0;;;1;0;2;1125;;24;50;80;355;4;85.0;9.0;9.0;10.0;10.0;10.0;8.0;flexible;3.0;0.31;40.4132094413,-3.68955187875
Goya;Madrid;28001;Spain;40.42371204450455;-3.678435616827165;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;80.0;500.0;1400.0;100.0;;2;20;2;15;;15;43;66;226;11;73.0;8.0;7.0;8.0;8.0;10.0;7.0;flexible;1.0;0.52;40.4237120445,-3.67843561683
;Madrid;28019;Spain;40.397728742622945;-3.734701578755845;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;44.0;;;;;2;20;1;30;;0;0;0;219;13;82.0;9.0;7.0;9.0;9.0;8.0;8.0;strict;1.0;2.52;40.3977287426,-3.73470157876
Sol;Madrid;28012;Spain;40.41553260302488;-3.704296854756327;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;85.0;495.0;1895.0;;20.0;2;15;2;180;;0;3;8;205;174;95.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;8.0;8.17;40.415532603,-3.70429685476
Embajadores;Madrid;28012;Spain;40.41188606666978;-3.699714183569948;Apartment;Entire home/apt;4;2.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;70.0;;;200.0;40.0;2;20;3;1125;;0;1;31;122;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;0.2;40.4118860667,-3.69971418357
;Madrid;;Spain;40.41299498058651;-3.698363400353799;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Private entrance;;55.0;;;;15.0;2;15;2;1500;;1;2;9;265;33;95.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.0;4.67;40.4129949806,-3.69836340035
;Madrid;28010;Spain;40.43599192963285;-3.700618619664819;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Elevator in building,Heating,Washer,First aid kit,Essentials;;16.0;110.0;380.0;;8.0;1;0;3;1125;;1;4;30;30;54;92.0;9.0;10.0;10.0;10.0;10.0;9.0;strict;7.0;2.26;40.4359919296,-3.70061861966
;Madrid;28004;Spain;40.42602235847848;-3.70214900064248;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;;80.0;;;;;1;5;3;1125;;4;4;4;4;11;96.0;9.0;9.0;10.0;10.0;10.0;10.0;flexible;1.0;0.94;40.4260223585,-3.70214900064
